type,nmax,nsteps,temp,order,threads,time
cython_omp,400,50,0.5,0.27239314935786385,1,2.206592559814453
cython_omp,400,50,0.5,0.27250701446266723,1,2.248342752456665
cython_omp,400,50,0.5,0.2661335697492453,1,2.2445085048675537
cython_omp,400,50,0.5,0.2685022128176969,1,2.2309648990631104
cython_omp,400,50,0.5,0.2519614931703715,1,2.2204244136810303
cython_omp,400,50,0.5,0.2654875513028891,2,2.1811602115631104
cython_omp,400,50,0.5,0.26544989492115517,2,2.1586105823516846
cython_omp,400,50,0.5,0.2609440784373663,2,2.0877151489257812
cython_omp,400,50,0.5,0.2692935484567612,2,2.1281092166900635
cython_omp,400,50,0.5,0.2708107913268996,2,2.061091184616089
cython_omp,400,50,0.5,0.25508693939104254,4,2.670527219772339
cython_omp,400,50,0.5,0.2732063154741309,4,2.64150333404541
cython_omp,400,50,0.5,0.2589028168727557,4,2.448803186416626
cython_omp,400,50,0.5,0.2668603530570854,4,2.6103975772857666
cython_omp,400,50,0.5,0.2676252752165149,4,2.6164543628692627
cython_omp,400,50,0.5,0.2679384602682747,8,3.243931293487549
cython_omp,400,50,0.5,0.2544656091956612,8,3.504722833633423
cython_omp,400,50,0.5,0.26048741199456615,8,3.2850749492645264
cython_omp,400,50,0.5,0.2614937867312532,8,3.3066177368164062
cython_omp,400,50,0.5,0.25931923903570014,8,3.2603607177734375
cython_omp,400,50,0.5,0.26840081559790285,12,4.8322765827178955
cython_omp,400,50,0.5,0.2656183153204705,12,4.638507843017578
cython_omp,400,50,0.5,0.2791815397219768,12,4.720559120178223
cython_omp,400,50,0.5,0.26445210180870476,12,4.6224048137664795
cython_omp,400,50,0.5,0.25177082558716385,12,4.425055980682373
cython_omp,400,50,0.5,0.2540449882809097,16,5.5366106033325195
cython_omp,400,50,0.5,0.25880502850240955,16,5.466182231903076
cython_omp,400,50,0.5,0.266292232635757,16,5.43475866317749
cython_omp,400,50,0.5,0.2526853999936571,16,5.588011264801025
cython_omp,400,50,0.5,0.264238290152903,16,5.53029465675354
mpi,100,50,0.5,0.30824081485825855,1,13.399582386016846
mpi,100,50,0.5,0.29439319942496656,1,13.66280484199524
mpi,100,50,0.5,0.3271859250797259,1,13.337223768234253
mpi,100,50,0.5,0.2568585608661222,1,13.418820858001709
mpi,100,50,0.5,0.28627227585927484,1,13.381376504898071
mpi,100,50,0.5,0.34846485368733565,1,13.48574447631836
mpi,100,50,0.5,0.2599795818871034,1,13.372248649597168
mpi,100,50,0.5,0.3300108172721107,2,7.96393895149231
mpi,100,50,0.5,0.2822558133920297,2,8.057222127914429
mpi,100,50,0.5,0.34056944338986855,2,7.926893949508667
mpi,100,50,0.5,0.3103656371587283,2,7.897315263748169
mpi,100,50,0.5,0.3872285829514324,2,8.150452613830566
mpi,100,50,0.5,0.25350954415713134,4,5.221282482147217
mpi,100,50,0.5,0.35373015101286975,4,5.220175504684448
mpi,100,50,0.5,0.32671596016886134,4,5.332872152328491
mpi,100,50,0.5,0.2918287132399323,4,5.368523597717285
mpi,100,50,0.5,0.30343995313971295,4,5.391382455825806
mpi,100,50,0.5,0.31062773351469686,8,3.299327850341797
mpi,100,50,0.5,0.31989699989403025,8,3.3490447998046875
mpi,100,50,0.5,0.29031113725369334,8,3.280032157897949
mpi,100,50,0.5,0.2804073086030624,8,3.2864081859588623
mpi,100,50,0.5,0.25616456625048606,8,3.3000292778015137
mpi,100,50,0.5,0.3045359447275928,12,2.5733001232147217
mpi,100,50,0.5,0.29274155975659855,12,2.4945011138916016
mpi,100,50,0.5,0.3022614472689621,12,2.5059680938720703
mpi,100,50,0.5,0.27359049434014304,12,2.536383867263794
mpi,100,50,0.5,0.2610029811112875,12,2.524052381515503
mpi,100,50,0.5,0.2912221580498707,16,2.2646758556365967
mpi,100,50,0.5,0.3305916807126236,16,2.2762179374694824
mpi,100,50,0.5,0.3061998407379054,16,2.184614658355713
mpi,100,50,0.5,0.2951384309401171,16,2.3624632358551025
mpi,100,50,0.5,0.34145684507824614,16,2.280461311340332
numba_mpi,400,50,0.5,0.26186928036683454,1,3.843966484069824
numba_mpi,400,50,0.5,0.252599460969287,1,3.8203318119049072
numba_mpi,400,50,0.5,0.258853189152381,1,3.787337064743042
numba_mpi,400,50,0.5,0.2537666757661664,1,3.7959506511688232
numba_mpi,400,50,0.5,0.2546549567647717,1,3.8129701614379883
numba_mpi,400,50,0.5,0.266987492854087,2,2.7992770671844482
numba_mpi,400,50,0.5,0.26467808021555833,2,2.8360276222229004
numba_mpi,400,50,0.5,0.25621302317970057,2,2.954573392868042
numba_mpi,400,50,0.5,0.26790938256413843,2,3.1058945655822754
numba_mpi,400,50,0.5,0.26918223730784135,2,3.054684638977051
numba_mpi,400,50,0.5,0.2611664331069206,4,2.3518989086151123
numba_mpi,400,50,0.5,0.25910351181610086,4,2.4921436309814453
numba_mpi,400,50,0.5,0.25596245872044604,4,2.5870521068573
numba_mpi,400,50,0.5,0.26317537102672345,4,2.3698837757110596
numba_mpi,400,50,0.5,0.26647106441631274,4,2.6671056747436523
numba_mpi,400,50,0.5,0.2705462351901482,8,2.431332588195801
numba_mpi,400,50,0.5,0.2599898962534895,8,2.4429640769958496
numba_mpi,400,50,0.5,0.25772885344136554,8,2.3881475925445557
numba_mpi,400,50,0.5,0.274565997498756,8,2.3499197959899902
numba_mpi,400,50,0.5,0.2548324126259205,8,2.2830145359039307
numba_mpi,400,50,0.5,0.26106158414252556,12,2.5181992053985596
numba_mpi,400,50,0.5,0.26862592371895244,12,2.422912120819092
numba_mpi,400,50,0.5,0.2530885336804544,12,2.474334478378296
numba_mpi,400,50,0.5,0.25309197881079637,12,2.4810783863067627
numba_mpi,400,50,0.5,0.2648178439569603,12,2.492785692214966
numba_mpi,400,50,0.5,0.26050943986394554,16,3.257838249206543
numba_mpi,400,50,0.5,0.2555637022403487,16,3.5782647132873535
numba_mpi,400,50,0.5,0.2626690110973325,16,3.3177990913391113
numba_mpi,400,50,0.5,0.25973854298053084,16,3.303032636642456
numba_mpi,400,50,0.5,0.2687492546512983,16,3.311790704727173
cython_mpi,200,50,0.5,0.27701274384045926,1,33.41343426704407
cython_mpi,200,50,0.5,0.267422120095197,1,33.16242241859436
cython_mpi,200,50,0.5,0.26902421323739917,1,33.24848914146423
cython_mpi,200,50,0.5,0.2867447557362065,1,33.249168157577515
cython_mpi,200,50,0.5,0.26600271885887267,1,33.133967876434326
cython_mpi,200,50,0.5,0.3004416154635314,2,23.707542657852173
cython_mpi,200,50,0.5,0.2889970576143833,2,23.9620943069458
cython_mpi,200,50,0.5,0.2902811174775284,2,23.986500024795532
cython_mpi,200,50,0.5,0.25658852353446604,2,23.23050355911255
cython_mpi,200,50,0.5,0.27340040075415906,2,22.658446073532104
cython_mpi,200,50,0.5,0.3022468091528109,4,18.09476590156555
cython_mpi,200,50,0.5,0.25811152096846385,4,18.28316020965576
cython_mpi,200,50,0.5,0.30354890112101124,4,18.188011407852173
cython_mpi,200,50,0.5,0.26656354226142537,4,18.287341833114624
cython_mpi,200,50,0.5,0.2522796293371813,4,18.048936128616333
cython_mpi,200,50,0.5,0.2599109697810202,8,13.69737458229065
cython_mpi,200,50,0.5,0.2571961101889713,8,13.446711301803589
cython_mpi,200,50,0.5,0.2811333093133944,8,18.85784888267517
cython_mpi,200,50,0.5,0.28903161633912267,8,13.416274547576904
cython_mpi,200,50,0.5,0.2566779484603431,8,13.383058071136475
cython_mpi,200,50,0.5,0.27050426525565124,12,11.436075925827026
cython_mpi,200,50,0.5,0.2742963556927942,12,11.464998960494995
cython_mpi,200,50,0.5,0.2762933531529074,12,11.584993124008179
cython_mpi,200,50,0.5,0.272636407263269,12,11.68108057975769
cython_mpi,200,50,0.5,0.2948938643893159,12,11.745189905166626
cython_mpi,200,50,0.5,0.2628473845265289,16,11.924609184265137
cython_mpi,200,50,0.5,0.25553379629218254,16,11.932208061218262
cython_mpi,200,50,0.5,0.2721431817699024,16,11.98265528678894
cython_mpi,200,50,0.5,0.2649777296736135,16,11.700921535491943
cython_mpi,200,50,0.5,0.2677569460898744,16,11.829490423202515
